"id","created_at","name","has_test","alternate_url"
"68958894","2022-09-11T10:56:13+0300","-",false,"https://hh.ru/vacancy/68958894"
"68993868","2022-09-11T13:26:04+0300","-",false,"https://hh.ru/vacancy/68993868"
